iter	Logloss
0	0.5843098768
1	0.5082115741
2	0.4255664411
3	0.3676924712
4	0.3149362456
5	0.2751212138
6	0.2421325269
7	0.2133253236
8	0.1929172794
9	0.1761345357
10	0.1633243776
11	0.1501830332
12	0.1410997857
13	0.1343893397
14	0.128163854
15	0.1218068886
16	0.1174184024
17	0.112867613
18	0.1090853465
19	0.1061216604
20	0.1031534844
21	0.1007696779
22	0.09852292676
23	0.09713244257
24	0.09508767615
25	0.09414373169
26	0.09245459327
27	0.09150144487
28	0.09060224532
29	0.08980783924
30	0.08908834009
31	0.08817696678
32	0.08760511932
33	0.08698496492
34	0.08654296215
35	0.08550194877
36	0.08510895477
37	0.08479593025
38	0.08443636645
39	0.08371946351
40	0.08336815464
41	0.08311685708
42	0.08282678962
43	0.08257886602
44	0.08212524312
45	0.08189936537
46	0.08174397286
47	0.08139561199
48	0.08124217989
49	0.08100985607
50	0.0808367817
51	0.08054726992
52	0.08038303249
53	0.08025650812
54	0.08012201983
55	0.07999519982
56	0.0799145704
57	0.07977084385
58	0.07964556421
59	0.0795634
60	0.07947233797
61	0.07933337631
62	0.07923253587
63	0.0791352303
64	0.07905365555
65	0.07894828288
66	0.07883292998
67	0.07876076599
68	0.07866949866
69	0.07857766319
70	0.07851021976
71	0.07834367719
72	0.07825833726
73	0.07816519357
74	0.0780997811
75	0.07800186003
76	0.07793157139
77	0.0778433249
78	0.07779496524
79	0.07761597693
80	0.07753882435
81	0.07740699648
82	0.07733254833
83	0.0772094872
84	0.07713646521
85	0.07702752684
86	0.076935403
87	0.07685967723
88	0.07677557333
89	0.07671785626
90	0.07666513659
91	0.07661978306
92	0.07656555108
93	0.0764852668
94	0.07646163255
95	0.07639548156
96	0.07633873331
97	0.07628249905
98	0.07621373381
99	0.07612457198
100	0.07606743542
101	0.07601167159
102	0.07591438573
103	0.07584943604
104	0.0757643952
105	0.07572452282
106	0.07565803983
107	0.07560188295
108	0.07555983295
109	0.07548595909
110	0.07544039952
111	0.07539719984
112	0.07536795025
113	0.07528686894
114	0.07522913427
115	0.07516461881
116	0.07511138948
117	0.07506114426
118	0.07501540645
119	0.07492173135
120	0.07487243707
121	0.07485160476
122	0.07477256397
123	0.07471800581
124	0.07466895292
125	0.07460849789
126	0.07457117299
127	0.07452137953
128	0.07446919302
129	0.07443928557
130	0.07438540918
131	0.07432454965
132	0.07427277323
133	0.07422852538
134	0.07418749195
135	0.0741414532
136	0.07411251275
137	0.07406990372
138	0.07404812414
139	0.07397787089
140	0.07396213607
141	0.07392971632
142	0.0738984621
143	0.0738757656
144	0.07382920347
145	0.07374137511
146	0.07374047805
147	0.07369973689
148	0.07364927358
149	0.07360554449
150	0.0735885456
151	0.07354682029
152	0.07350036542
153	0.07346919048
154	0.07343538455
155	0.07339682068
156	0.07334367342
157	0.07330594407
158	0.07327219736
159	0.07325315141
160	0.07319031884
161	0.07316801264
162	0.07312073082
163	0.073067764
164	0.07301139409
165	0.07299695131
166	0.07295489758
167	0.07290007189
168	0.07285729415
169	0.07281267114
170	0.07277270139
171	0.0727116385
172	0.07265948326
173	0.07262564933
174	0.07257264258
175	0.07254711281
176	0.07247261807
177	0.07245689993
178	0.07243588216
179	0.07240922102
180	0.07235488608
181	0.07232881309
182	0.07228020634
183	0.07225429806
184	0.07221617275
185	0.07218286148
186	0.07215590377
187	0.07210045134
188	0.07206398998
189	0.0720470973
190	0.07200222928
191	0.07193446548
192	0.07190241004
193	0.07186136056
194	0.07181183812
195	0.07174031745
196	0.07171791841
197	0.07167463689
198	0.07164688221
199	0.07160397445
200	0.07152032697
201	0.07147346689
202	0.07143966599
203	0.07139574558
204	0.07130263017
205	0.07129432658
206	0.07124048697
207	0.0711978668
208	0.07115937821
209	0.07110647813
210	0.07109551225
211	0.07104298426
212	0.07100483991
213	0.07096542073
214	0.07089800176
215	0.07087276291
216	0.07083633471
217	0.07081765533
218	0.07079546106
219	0.07075705499
220	0.0707123708
221	0.07067172776
222	0.07059784125
223	0.07056087743
224	0.07050571076
225	0.07046802314
226	0.07041469852
227	0.07036747316
228	0.0703198081
229	0.07027609233
230	0.07023470588
231	0.07020991995
232	0.07017781568
233	0.07013130895
234	0.07010566489
235	0.07006007693
236	0.07003029722
237	0.06999397177
238	0.06995441225
239	0.06991706841
240	0.0698752306
241	0.0698217923
242	0.06976723852
243	0.06973650506
244	0.06970331839
245	0.06967458251
246	0.06960854418
247	0.06955710073
248	0.06950673806
249	0.06945446325
250	0.06941256306
251	0.0693848198
252	0.06932974973
253	0.06929658465
254	0.06926324817
255	0.0692265033
256	0.06919493916
257	0.06917360104
258	0.0691419031
259	0.06909972455
260	0.06905481327
261	0.0690261525
262	0.06900059733
263	0.06896767258
264	0.06891373563
265	0.06887883177
266	0.06881931505
267	0.06877013212
268	0.06873858119
269	0.06870730373
270	0.06867005005
271	0.06864493708
272	0.06859606055
273	0.06856694685
274	0.06853107411
275	0.06847928907
276	0.0684337006
277	0.0684097081
278	0.06839931334
279	0.0683554122
280	0.06831523104
281	0.06828953425
282	0.06824570181
283	0.06821561847
284	0.06817984297
285	0.06813949132
286	0.06808740399
287	0.06805751148
288	0.06801934598
289	0.06798869744
290	0.06796784215
291	0.06792302998
292	0.06790300509
293	0.06785582571
294	0.06780382742
295	0.06777871365
296	0.06776084482
297	0.06772385797
298	0.06769169137
299	0.06764618437
